year	player	age	mp	per	ts	3par	ftr	orb	drb	trb	ast	stl	blk	tov	usg	column_s	ows	dws	ws	ws_48	obpm	dbpm	bpm	vorp	game_win	mvp_label
2017	James Michael McAdoo	24	52	457	13.1	0.543	0.068	0.359	8.7	12.9	10.9	5.2	1.9	5	12.3	14.6	0.3	0.8	1.1	0.117	-2.8	2.4	-0.4	0.2	26	0
2017	Kevon Looney	20	53	447	13.6	0.553	0.084	0.318	11.5	18.5	15.2	8.5	1.6	3	12.2	13.4	0.7	0.8	1.4	0.155	-1.4	1.8	0.4	0.3	26	0
2017	Shaun Livingston	31	76	1345	10.1	0.568	0.009	0.19	2.4	9.4	6.2	13.5	1.4	1.2	15.3	13	1.1	1.6	2.6	0.093	-2.5	0.5	-2	0	26	0
2017	Damian Jones	21	10	85	5.3	0.466	0	0.625	12.4	17	14.8	0	0.6	3.7	22.7	13.4	-0.1	0.1	0	0.018	-7.5	-2.1	-9.6	-0.2	26	0
2017	Andre Iguodala	33	76	1998	14.3	0.624	0.427	0.246	3	13.1	8.3	16.7	1.8	1.5	11.2	11.2	4.1	2.9	6.9	0.167	1.3	1.7	3	2.5	26	0
2017	Draymond Green	26	76	2471	16.5	0.522	0.405	0.328	4.7	20.9	13.3	27.6	3	3.4	19.8	16.2	2.8	5.4	8.2	0.16	0.5	5	5.4	4.6	26	0
2017	Kevin Durant	28	62	2070	27.6	0.651	0.304	0.374	2.2	23.6	13.6	23.1	1.5	3.8	10.4	27.8	8	4	12	0.278	5.4	2.6	8	5.2	26	0
2017	Stephen Curry	28	79	2638	24.6	0.624	0.547	0.251	2.7	11.4	7.3	31.2	2.6	0.5	13	30.1	8.7	3.9	12.6	0.229	7.8	-0.4	7.3	6.2	26	0
2017	Ian Clark	25	77	1137	13.1	0.575	0.376	0.134	2.3	9	5.8	11.2	1.7	0.6	10.7	19.5	1	1.3	2.3	0.099	-0.6	-1.4	-2	0	26	0
2017	Kyle Wiltjer	24	14	44	6.7	0.437	0.929	0.143	9.9	14.9	12.4	6.1	3.3	1.8	25.2	19.1	-0.1	0.1	0	-0.039	-4	0	-4	0	32	0
2017	Isaiah Taylor	22	4	52	0.3	0.19	0.286	0.286	2.1	4.2	3.1	7.1	0.9	1.6	0	6.4	-0.1	0	0	-0.028	-6.4	-0.1	-6.5	-0.1	32	0
2017	Chinanu Onuaku	20	5	52	12.3	0.799	0	0.571	4.2	16.8	10.5	7.8	2.8	1.6	31.3	10.4	0.1	0.1	0.1	0.123	-2.4	1.8	-0.6	0	32	0
2017	Nene Hilario	34	67	1198	18.9	0.63	0.023	0.496	8.6	17	12.8	8.6	2.2	2.6	13.1	19.7	2.5	1.6	4.1	0.165	-0.4	0.8	0.5	0.7	32	0
2017	Montrezl Harrell	23	58	1064	19.2	0.662	0.02	0.351	8.3	14.2	11.2	9.6	0.9	3.2	9.9	17.6	3.1	1	4.1	0.183	0.8	0.2	0.9	0.8	32	0
2017	James Harden	27	81	2947	27.4	0.613	0.493	0.575	3.5	20.9	12.2	50.7	2	1	19.5	34.2	11.5	3.6	15	0.245	8.7	1.5	10.1	9	32	0
2017	Eric Gordon	28	75	2323	13.2	0.557	0.651	0.172	1.4	8.1	4.7	12.3	1	1.4	10	22.1	2.5	1.4	3.8	0.079	1	-2.4	-1.4	0.4	32	0
2017	Sam Dekker	22	77	1419	13.1	0.549	0.436	0.159	7.2	14.6	10.9	7.7	1.3	1.2	8.2	14.9	1.9	1.2	3.1	0.104	-0.4	-0.6	-1	0.3	32	0
2017	Clint Capela	22	65	1551	21.4	0.638	0	0.314	12.5	24.5	18.5	6.7	1.1	4.1	12	19.9	3.8	2.1	5.9	0.184	0	0.9	0.9	1.1	32	0
2017	Bobby Brown	32	25	123	10.8	0.509	0.583	0.033	0	5.3	2.7	17.6	0.4	0	7.6	22.7	0.1	0	0.1	0.04	-1.5	-6.1	-7.6	-0.2	32	0
2017	Patrick Beverley	28	67	2058	13	0.546	0.53	0.175	5	15.8	10.4	18.8	2.3	1	14.6	14.1	2.9	2.4	5.3	0.123	0.8	1.5	2.3	2.3	32	0
2017	Trevor Ariza	31	80	2773	12.4	0.548	0.695	0.158	2.1	15.9	9	8.8	2.5	0.6	7.9	14.1	2.8	3.2	6	0.104	0.7	1	1.7	2.6	32	0
2017	Ryan Anderson	28	72	2116	13.5	0.583	0.655	0.194	5.8	11.2	8.5	4.7	0.7	0.5	6.2	17.9	4	1.1	5.2	0.117	1.8	-2.6	-0.8	0.6	32	0
2017	Thaddeus Young	28	74	2237	14.9	0.562	0.172	0.125	6.7	15.7	11.2	8.4	2.5	1.1	11.6	16.4	2	2.7	4.6	0.1	0	1.4	1.4	1.9	62	0
2017	Joe Young	24	33	135	11.4	0.433	0.319	0.208	0.8	13.1	7.1	18	1.5	0	6	27.8	-0.2	0.1	-0.1	-0.022	-3.5	-3.8	-7.3	-0.2	62	0
2017	Myles Turner	20	81	2541	18.5	0.585	0.132	0.349	6.2	19.6	13	6.6	1.5	5.9	9.5	19.5	4.3	3.7	8	0.151	-0.3	2.6	2.4	2.8	62	0
2017	Jeff Teague	28	82	2657	19.2	0.574	0.277	0.457	1.4	12.4	7	36.4	1.9	1.1	16.5	22.1	5.7	2.4	8.1	0.146	2.4	-0.5	1.9	2.6	62	0
2017	Rodney Stuckey	30	39	696	9.5	0.483	0.246	0.439	1	12.4	6.8	17.7	1.2	0	15.4	22.2	-0.5	0.4	-0.1	-0.006	-3.8	-2.2	-6	-0.7	62	0
2017	Kevin Seraphin	27	49	559	14.4	0.559	0.01	0.111	8.3	20	14.3	6.7	0.6	3.1	12.3	19	0.4	0.6	1	0.082	-3.1	-0.5	-3.6	-0.2	62	0
2017	Glenn Robinson	23	69	1427	11.5	0.564	0.37	0.225	4.5	14.7	9.7	4.7	1.4	1.2	9.1	12.8	1.3	1.2	2.5	0.085	-1.2	-0.2	-1.3	0.2	62	0
2017	Georges Niang	23	23	93	0.1	0.285	0.333	0.056	2.4	17.9	10.3	7.5	1.6	0	11.9	20.2	-0.4	0.1	-0.3	-0.168	-9.9	-2.2	-12	-0.2	62	0
2017	C.J. Miles	29	76	1776	13.8	0.592	0.632	0.144	1.9	12.4	7.2	4.1	1.3	1.2	5.5	18.4	2.7	1.4	4	0.109	1.6	-2.1	-0.5	0.7	62	0
2017	Al Jefferson	32	66	931	18.9	0.526	0.002	0.18	9.2	24.2	16.8	11	1	1.5	6.1	26.1	1.2	1.1	2.3	0.119	-1.5	-1.5	-3.1	-0.2	62	0
2017	Paul George	26	75	2689	20.2	0.587	0.368	0.277	2.5	17.9	10.3	16.1	2.2	0.9	12.7	28.9	3.9	3.1	7.1	0.126	3.1	-0.3	2.8	3.2	62	0
2017	Monta Ellis	31	74	1998	9.9	0.514	0.242	0.23	1.1	10.3	5.7	17.2	2	1.2	18	16.8	-0.7	1.7	1.1	0.026	-2.5	0.2	-2.3	-0.2	62	0
2017	Rakeem Christmas	25	29	219	10.4	0.529	0	0.674	13.5	15.2	14.4	2.5	0.7	2.4	12.5	13.1	0.3	0.2	0.5	0.099	-3	-1.2	-4.2	-0.1	62	0
2017	Aaron Brooks	32	65	894	9.5	0.507	0.427	0.133	2.3	6.3	4.3	20.7	1.4	0.9	17.2	19.2	-0.2	0.5	0.3	0.016	-2.1	-2.5	-4.6	-0.6	62	0
2017	Lavoy Allen	27	61	871	11.6	0.485	0.006	0.196	13.7	14.5	14.1	9.1	1	2.4	13.7	10.9	0.9	0.8	1.7	0.093	-1.5	1.3	-0.3	0.4	62	0
2017	Diamond Stone	19	7	24	-1.2	0.339	0	0.308	4.8	22.7	14	0	0	3.4	11.9	31.3	-0.1	0	-0.1	-0.211	-17.3	-6.8	-24.1	-0.1	57	0
2017	Marreese Speights	29	82	1286	17.5	0.584	0.505	0.25	7.9	24.1	16.2	8	0.9	2.6	10.2	23.6	2.5	1.7	4.2	0.155	1.5	-0.8	0.7	0.9	57	0
2017	Austin Rivers	24	74	2054	11.4	0.545	0.409	0.261	1.1	7.5	4.4	15	1.2	0.4	12.4	20.3	1.2	1.3	2.5	0.059	-0.1	-1.5	-1.6	0.2	57	0
2017	J.J. Redick	32	78	2198	14.8	0.599	0.526	0.227	0.6	7.9	4.4	7.8	1.2	0.5	9.1	22	3.3	1.5	4.8	0.105	2	-2.1	-0.1	1.1	57	0
2017	Paul Pierce	39	25	277	5.7	0.535	0.614	0.186	0.4	18.5	9.7	5	0.7	1.5	17.4	14.8	-0.2	0.3	0.1	0.015	-3.9	-0.5	-4.4	-0.2	57	0
2017	Chris Paul	31	61	1921	26.2	0.614	0.385	0.331	2.4	15	8.9	46.8	3.1	0.3	14	24.4	7.9	2.6	10.6	0.264	7.8	1.1	8.8	5.3	57	0
2017	Luc Mbah a Moute	30	80	1787	10.2	0.581	0.291	0.23	2.8	7.7	5.3	3.1	2.3	1.6	10	11.6	1.3	1.8	3.1	0.084	-0.8	1.6	0.7	1.2	57	0
2017	DeAndre Jordan	28	81	2570	21.8	0.673	0.003	0.737	13.3	34.6	24.2	5.7	1	4.3	13.1	15.3	7.2	4.6	11.8	0.221	1	3	4.1	3.9	57	0
2017	Wesley Johnson	29	68	810	8.4	0.448	0.59	0.085	3.7	20.8	12.5	3.9	1.8	3	8	12.5	-0.3	1.2	0.9	0.051	-3.4	1.6	-1.8	0	57	0
2017	Brice Johnson	22	3	9	17.2	0.286	0	0	12.8	24.2	18.6	18.6	11.1	9.1	12.5	39.8	-0.1	0	0	-0.165	-10.7	12.1	1.3	0	57	0
2017	Blake Griffin	27	61	2076	22.6	0.569	0.116	0.434	6.2	20.2	13.4	24.5	1.4	0.9	10.9	28	5.4	2.4	7.7	0.179	3.2	1.3	4.4	3.4	57	0
2017	Raymond Felton	32	80	1700	10.9	0.496	0.28	0.125	2.2	11.9	7.2	16.3	1.9	1.1	13.3	16.5	0.2	1.8	1.9	0.055	-1.8	0.8	-1	0.4	57	0
2017	Jamal Crawford	36	82	2157	12	0.525	0.37	0.233	0.9	5.7	3.3	15.2	1.4	0.5	12.3	22.7	0.5	1.4	1.9	0.043	-1	-2.1	-3	-0.6	57	0
2017	Brandon Bass	31	52	577	19.7	0.65	0.016	0.473	8.6	16.2	12.5	5.7	1.2	1.6	11.4	19.7	1.6	0.6	2.2	0.186	0.1	-0.8	-0.7	0.2	57	0
2017	Alan Anderson	34	30	308	5	0.494	0.55	0.2	1.1	7.4	4.4	4.9	0.5	0	7.4	13.7	0	0.1	0.1	0.02	-2.6	-2.3	-4.9	-0.2	57	0
2017	Ivica Zubac	19	38	609	17	0.547	0.013	0.206	7.1	21.9	14.3	8.1	1.1	4.4	10.4	20.3	0.6	0.5	1.1	0.086	-2.7	0.3	-2.5	-0.1	39	0
2017	Nick Young	31	60	1556	14.1	0.588	0.665	0.142	1.7	8.2	4.8	5.8	1.2	0.7	5.1	19.5	3	0.2	3.2	0.098	2.7	-3.4	-0.7	0.5	39	0
2017	Metta World Peace	37	25	160	6.5	0.38	0.559	0.235	3.3	10.6	6.8	9.8	3	1	8.5	21.9	-0.3	0.1	-0.2	-0.061	-4.1	-2.1	-6.2	-0.2	39	0
2017	D'Angelo Russell	20	63	1811	15.3	0.518	0.443	0.217	1.8	11.9	6.7	26.8	2.3	0.7	15.6	26.6	0.3	1	1.3	0.033	1.1	-1.6	-0.5	0.7	39	0
2017	Thomas Robinson	25	48	560	17.3	0.535	0.005	0.337	15.8	28.1	21.8	8.8	2.3	1.3	17	20.7	0.3	0.6	0.9	0.079	-2.2	-0.1	-2.3	0	39	0
2017	Julius Randle	22	74	2132	16.3	0.543	0.082	0.365	7.4	25.8	16.3	19.3	1.1	1.4	16.2	21.4	2	1.5	3.5	0.08	-0.8	0.7	0	1.1	39	0
2017	David Nwaba	24	20	397	12.2	0.611	0.062	0.481	4.5	13.1	8.7	5	1.6	1.4	10.1	11.8	0.6	0.2	0.8	0.091	-1.7	-0.3	-1.9	0	39	0
2017	Larry Nance	24	63	1442	15.7	0.567	0.1	0.222	8.8	19.6	14	9.7	2.8	2.2	12.4	13.4	2.1	1.5	3.5	0.118	-0.3	2.2	1.9	1.4	39	0
2017	Timofey Mozgov	30	54	1104	12.3	0.553	0.003	0.238	9.9	16.4	13.1	5.9	0.7	2.3	16.6	16.8	0.7	0.4	1.1	0.048	-2.8	-0.8	-3.6	-0.4	39	0
2017	Brandon Ingram	19	79	2279	8.5	0.474	0.273	0.312	2.8	12.7	7.6	10.5	1.1	1.3	12.9	16.8	-1	0.7	-0.3	-0.007	-3.1	-0.7	-3.8	-1.1	39	0
2017	Marcelo Huertas	33	23	237	9.1	0.417	0.279	0.25	0.9	10.5	5.5	30.8	2.1	0.7	20.1	17	-0.2	0.1	-0.1	-0.025	-4.6	-2.4	-7	-0.3	39	0
2017	Luol Deng	31	56	1486	10.1	0.47	0.389	0.149	4.5	17.7	10.8	7	1.6	1.1	8.7	14.2	0.1	0.8	0.9	0.029	-2.3	-0.2	-2.5	-0.2	39	0
2017	Jordan Clarkson	24	82	2397	13.2	0.526	0.332	0.157	2.2	9.3	5.6	14.4	1.8	0.3	12.5	23.3	0.5	0.7	1.2	0.024	-0.5	-2.3	-2.7	-0.4	39	0
2017	Tarik Black	25	67	1091	15	0.56	0.007	0.371	13.9	20.7	17.2	5.3	1.3	3.3	14.5	15.7	1.5	0.8	2.4	0.105	-1.8	0.2	-1.6	0.1	39	0
2017	Brandan Wright	29	28	447	18.5	0.628	0.007	0.259	7.7	12.4	10	6	1.3	4.3	6.2	16.3	1.1	0.5	1.6	0.177	0	1.3	1.3	0.4	23	0
2017	Zach Randolph	35	73	1786	18.5	0.49	0.098	0.2	11.3	27.4	19.2	13.5	1.1	0.5	8.6	29.2	0.8	2.4	3.2	0.086	-1.4	-0.7	-2.1	0	23	0
2017	Chandler Parsons	28	34	675	7.7	0.436	0.419	0.194	1	13.6	7.1	12.8	1.5	0.7	9.1	17.8	-0.5	0.7	0.2	0.015	-3.6	-0.5	-4.1	-0.3	23	0
2017	Jarell Martin	22	42	558	8.7	0.477	0.166	0.331	8.4	25.3	16.6	2.2	1.6	1.5	13.9	16.4	-0.2	0.8	0.6	0.054	-5.8	-0.6	-6.4	-0.6	23	0
2017	Andrew Harrison	22	72	1474	8.7	0.477	0.433	0.539	1.7	9	5.3	20	1.9	1.4	16	16.4	0	1.5	1.6	0.051	-2.4	0	-2.4	-0.2	23	0
2017	JaMychal Green	26	77	2101	13.5	0.601	0.29	0.334	8.8	21.1	14.8	6.3	1.2	1.5	14.1	14.4	3.2	2.6	5.8	0.132	-0.4	1.1	0.7	1.4	23	0
2017	Marc Gasol	32	74	2531	20.3	0.554	0.231	0.286	2.6	18.8	10.5	24.8	1.4	3.7	11.3	26.4	4.2	3.5	7.7	0.145	2.1	2.2	4.2	4	23	0
2017	James Ennis	26	64	1501	10.6	0.581	0.427	0.343	5.1	14.9	9.9	6.5	1.6	1.2	13.8	13	1.4	1.7	3.1	0.101	-1	1	0	0.8	23	0
2017	Toney Douglas	30	24	394	10.6	0.451	0.359	0.248	3.7	14.3	8.9	22.2	2.4	1.2	13.9	17.4	0	0.5	0.5	0.059	-2.2	1	-1.2	0.1	23	0
2017	Deyonta Davis	20	36	238	10.6	0.528	0	0.383	9.3	19.8	14.4	1.3	0.7	6.8	12.7	12	0.1	0.4	0.5	0.097	-5.4	1.8	-3.7	-0.1	23	0
2017	Troy Daniels	25	67	1183	10.4	0.531	0.717	0.109	2.1	7.8	4.8	6.6	0.9	0.3	8	21.7	0.5	0.8	1.3	0.051	0.4	-3.5	-3.1	-0.3	23	0
2017	Mike Conley	29	69	2292	23.2	0.604	0.415	0.365	1.5	10.8	6	34.5	2.1	0.8	11.8	26.3	7.5	2.5	10	0.209	6.5	-0.8	5.7	4.5	23	0
2017	Vince Carter	40	73	1799	11.7	0.542	0.604	0.235	2.2	12.5	7.2	11.5	1.7	1.9	8.5	14.9	1.9	2.1	4	0.106	0.1	0.9	1	1.4	23	0
2017	Wade Baldwin	20	33	405	6.5	0.404	0.191	0.322	3	10.2	6.5	22.8	2.3	1.7	22.9	19.1	-0.8	0.5	-0.3	-0.041	-6.2	0.5	-5.7	-0.4	23	0
2017	Tony Allen	35	71	1914	13.3	0.493	0.091	0.218	9.6	13.8	11.7	8.4	3.1	1.4	13.3	17.9	0.2	2.9	3.1	0.077	-1.8	2.4	0.6	1.3	23	0
2017	Justise Winslow	20	18	625	8.2	0.399	0.156	0.209	4	12.7	8.3	15.5	2.1	0.8	11.8	19.8	-0.9	0.8	-0.1	-0.009	-4	1.2	-2.8	-0.1	54	0
2017	Hassan Whiteside	27	77	2513	22.6	0.579	0	0.368	12.8	35.3	24	3.8	1.1	5	12	22.7	4.2	5.3	9.5	0.181	-2	1.5	-0.5	0.9	54	0
2017	Okaro White	24	35	471	7.5	0.507	0.391	0.253	5.8	13.5	9.6	6	1.1	1.7	15.7	10.8	0.1	0.5	0.6	0.066	-3.1	1	-2.1	0	54	0
2017	Dion Waiters	25	46	1384	14.5	0.507	0.324	0.192	1.4	10.9	6.1	23.8	1.5	1.1	12.5	26.3	0.2	1.5	1.6	0.057	-0.1	-0.8	-0.9	0.4	54	0
2017	Josh Richardson	23	53	1614	10.7	0.493	0.442	0.15	2.4	9.2	5.8	12.7	1.9	1.9	10.6	16.8	0.3	1.9	2.2	0.066	-1	1.1	0.2	0.9	54	0
2017	Willie Reed	26	71	1031	17.1	0.578	0.014	0.309	13.7	22	17.8	3.9	0.9	3.6	8.7	15.3	2.1	1.5	3.6	0.168	-1.3	0.7	-0.6	0.4	54	0
2017	Josh McRoberts	29	22	381	9.8	0.439	0.263	0.076	6.6	15	10.7	18.9	1.3	0.8	15.9	16.9	-0.1	0.4	0.3	0.036	-2.9	0.6	-2.4	0	54	0
2017	Rodney McGruder	25	78	1966	9.1	0.506	0.478	0.154	5.2	9.2	7.2	8.8	1.2	0.7	10.2	12.3	1.2	1.7	2.9	0.072	-0.8	0.5	-0.4	0.8	54	0
2017	Tyler Johnson	24	73	2178	15.9	0.535	0.303	0.308	2.5	12.5	7.4	16.6	1.9	1.6	8.8	20.9	3.1	2.7	5.8	0.128	0.7	0.8	1.5	1.9	54	0
2017	James Johnson	29	76	2085	17	0.564	0.333	0.28	3.5	16.6	10	20.9	1.8	3.2	16.5	22	1.9	3.2	5.1	0.117	0.5	2.3	2.8	2.5	54	0
2017	Udonis Haslem	36	16	130	8.8	0.524	0.13	0.652	6.7	24.1	15.3	6.4	2.3	0.6	21.3	12.8	0	0.2	0.2	0.074	-4.7	1.5	-3.2	0	54	0
2017	Wayne Ellington	29	62	1500	12.6	0.565	0.71	0.077	1.3	8.5	4.9	7.1	1.2	0.2	5	17.9	2.1	1.2	3.3	0.105	1.8	-1.9	-0.2	0.7	54	0
2017	Goran Dragic	30	73	2459	19.8	0.575	0.257	0.335	2.8	9.9	6.3	29	1.8	0.4	14.1	27.1	5	2.6	7.5	0.147	3.4	-0.7	2.7	2.9	54	0
2017	Luke Babbitt	27	68	1065	8.3	0.563	0.747	0.053	1.2	13.5	7.3	4.8	0.9	0.8	8	13	0.8	1	1.8	0.081	-1.1	-0.9	-1.9	0	54	0
2017	Rashad Vaughn	20	41	458	7.8	0.449	0.519	0.032	1	11.3	6.2	7.4	2.1	1.9	8.1	17.2	-0.5	0.4	0	-0.005	-3.7	-1.2	-4.9	-0.3	32	0
2017	Jason Terry	39	74	1365	9.1	0.6	0.704	0.119	1.3	7.7	4.5	9.9	1.7	1.3	12.3	9.8	1.2	0.9	2.1	0.075	-0.5	-0.6	-1.1	0.3	32	0
2017	Mirza Teletovic	31	70	1133	8.8	0.515	0.73	0.108	1.1	15.4	8.3	6.4	0.5	1	7.8	19.1	-0.1	0.7	0.6	0.025	-1.5	-3.4	-4.9	-0.8	32	0
2017	Tony Snell	25	80	2336	9.7	0.603	0.656	0.107	1.1	11.1	6.2	5.9	1.2	0.5	8.8	12.1	2.1	1.3	3.4	0.071	0.2	-1.1	-0.8	0.7	32	0
2017	Gary Payton	24	6	99	4.5	0.413	0.409	0.227	0	14	7.1	18.1	1.5	3.6	29.2	15.8	-0.3	0.1	-0.2	-0.074	-7.3	0.6	-6.7	-0.1	32	0
2017	Jabari Parker	21	51	1728	19.1	0.563	0.219	0.268	5.4	15.7	10.6	14.3	1.5	1.1	9.3	26.5	2.6	1.5	4	0.112	1.5	-1.3	0.2	1	32	0
2017	Steve Novak	33	8	22	1.3	0.357	0.857	0	0	15.7	7.9	0	0	0	0	14.5	0	0	0	-0.075	-6.9	-6.7	-13.6	-0.1	32	0
2017	Greg Monroe	26	81	1823	21.1	0.572	0.006	0.329	10.8	23.1	17	17.3	2.6	1.8	14.4	24.3	3	2.6	5.6	0.147	0.5	1.5	2	1.9	32	0
2017	Khris Middleton	25	29	889	15	0.57	0.312	0.276	1.5	14.5	8.1	17.5	2.3	0.7	14.8	22.5	0.7	0.9	1.6	0.085	0	-0.6	-0.5	0.3	32	0
2017	Thon Maker	19	57	562	14	0.558	0.409	0.271	8.4	15.2	11.8	6.2	0.9	4.1	7.7	17.8	0.8	0.5	1.3	0.113	-0.5	-1	-1.5	0.1	32	0
2017	John Henson	26	58	1123	15.3	0.55	0.003	0.346	9.6	20.8	15.3	7.7	1.3	6.1	12.7	16.6	1.2	1.6	2.7	0.116	-2.5	2.5	-0.1	0.6	32	0
2017	Matthew Dellavedova	26	76	1986	9.4	0.501	0.403	0.18	1.4	7.1	4.3	25.7	1.4	0	18.8	16.3	0.3	0.9	1.2	0.029	-1.9	-2.8	-4.7	-1.4	32	0
2017	Malcolm Brogdon	24	75	1982	14.9	0.555	0.304	0.198	2.8	9.6	6.3	24.3	2.2	0.5	14.1	18.5	2.6	1.5	4.1	0.1	0.6	-1.1	-0.5	0.8	32	0
2017	Michael Beasley	28	56	935	17.8	0.584	0.106	0.259	5	18.9	12	9.9	1.5	2.5	12.7	25.3	0.8	1	1.8	0.092	-1.7	-1.1	-2.9	-0.2	32	0
2017	Giannis Antetokounmpo	22	80	2845	26.1	0.599	0.143	0.486	5.9	22.6	14.3	26.6	2.3	4.7	13.3	28.3	7.9	4.5	12.4	0.21	4.1	3.5	7.6	6.9	32	0
2017	Andrew Wiggins	21	82	3048	16.5	0.534	0.184	0.345	3.8	8.8	6.3	10.6	1.4	0.8	9.4	29	3.3	0.9	4.2	0.066	0.2	-2.9	-2.7	-0.6	40	0
2017	Karl-Anthony Towns	21	82	3030	25.9	0.618	0.186	0.289	11.2	27.8	19.4	13.2	0.9	2.9	11.3	27.5	9.9	2.8	12.7	0.201	4.7	0.2	4.9	5.3	40	0
2017	Brandon Rush	31	47	1030	6.6	0.505	0.61	0.096	1.8	9.5	5.6	5.8	1.1	1.9	12.6	9.6	0.1	0.3	0.4	0.019	-2	-0.1	-2.1	0	40	0
2017	Ricky Rubio	26	75	2469	16.8	0.539	0.302	0.438	3.2	11.4	7.2	38.9	2.6	0.3	20.1	17.4	4.5	1.7	6.1	0.119	1.7	-0.9	0.8	1.7	40	0
2017	Adreian Payne	25	18	135	14.4	0.505	0.278	0.352	7.7	21	14.3	8	3	4.4	11.4	23.1	0	0.2	0.2	0.086	-2.2	0.7	-1.5	0	40	0
2017	Shabazz Muhammad	24	78	1516	14.9	0.566	0.242	0.318	6.4	10.6	8.5	3.7	0.7	0.3	7.6	21.5	2.5	0.2	2.7	0.086	-0.2	-4.3	-4.4	-0.9	40	0
2017	John Lucas III	34	5	11	9.1	0.25	0.25	0	0	0	0	12.5	9.2	0	0	16.1	0	0	0	-0.033	-6	0.5	-5.6	0	40	0
2017	Zach LaVine	21	47	1749	14.6	0.576	0.437	0.197	1.2	9.5	5.3	12.6	1.2	0.5	9.9	21.7	2.6	0.4	3	0.082	2.2	-2.4	-0.3	0.8	40	0
2017	Tyus Jones	20	60	774	13.8	0.523	0.403	0.238	1.5	8.7	5	28	3.1	0.6	16	13.6	1	0.6	1.5	0.096	-0.4	-1.5	-1.8	0	40	0
2017	Jordan Hill	29	7	47	5.5	0.432	0	0.154	19.6	15.1	17.4	0	1.1	0	22.4	16.8	-0.1	0	0	-0.033	-6.7	-6.2	-12.9	-0.1	40	0
2017	Kris Dunn	22	78	1333	8.1	0.432	0.233	0.188	2.1	12.6	7.3	19.4	3	2.3	20.8	14.2	-1.2	1.3	0.1	0.004	-3.7	1.5	-2.2	-0.1	40	0
2017	Gorgui Dieng	27	82	2653	14.2	0.555	0.065	0.253	8.1	20.5	14.2	8.6	1.7	3.1	12.7	14	3.2	2.5	5.7	0.103	-0.5	2.2	1.8	2.5	40	0
2017	Nemanja Bjelica	28	65	1190	11	0.526	0.497	0.171	5.5	18.6	12	9.6	1.7	1.4	13.4	16.4	0.6	0.9	1.5	0.059	-0.7	-0.4	-1.1	0.3	40	0
2017	Cole Aldrich	28	62	531	12.7	0.549	0	0.256	11	23.9	17.4	6.4	2.4	3.7	15.1	9.4	0.6	0.7	1.3	0.116	-2	2.6	0.6	0.4	40	0
2017	Reggie Williams	30	6	79	11.7	0.518	0.478	0.304	2.7	5.4	4	7.2	1.9	0	0	14.6	0.1	0.1	0.2	0.098	-0.8	-1.6	-2.4	0	37	0
2017	Donatas Motiejunas	26	34	479	9.1	0.47	0.341	0.355	5.7	16.6	11.1	9.7	1.8	1.9	16.3	17.6	-0.5	0.6	0.2	0.016	-4.2	1.1	-3.1	-0.1	37	0
2017	E'Twaun Moore	27	73	1820	12.1	0.537	0.336	0.12	1.9	6.9	4.4	13.8	1.3	1.4	8.7	17.4	1.2	1.5	2.7	0.07	-0.9	-0.5	-1.3	0.3	37	0
2017	Jarrett Jack	33	2	33	7.7	0.773	0.333	0.667	0	0	0	20.3	3	0	43.6	9.2	0	0	0	0.06	-5.3	-4.1	-9.3	-0.1	37	0
2017	Jrue Holiday	26	67	2190	17.1	0.532	0.315	0.188	2.2	10.6	6.4	35.9	2.2	1.6	16.7	23.5	1.3	2.6	3.8	0.084	1.2	0.5	1.7	2	37	0
2017	Solomon Hill	25	80	2374	8	0.527	0.565	0.268	2.3	11.4	6.8	8.1	1.5	1.1	13.3	11.5	0.4	2.3	2.7	0.055	-1.8	1.5	-0.3	1	37	0
2017	Tim Frazier	26	65	1525	12.4	0.504	0.317	0.319	2.3	9.7	6	31.4	1.8	0.3	18	16.3	1	1.4	2.4	0.075	-1.5	-0.7	-2.2	-0.1	37	0
2017	Cheick Diallo	20	17	199	16.8	0.51	0	0.276	12.1	26.7	19.4	3.2	1	2.9	7.6	20.5	0.2	0.3	0.5	0.111	-4.6	-1	-5.6	-0.2	37	0
2017	Anthony Davis	23	75	2708	27.5	0.58	0.088	0.424	6.7	27.9	17.2	11.1	1.7	5.1	9.1	32.6	5.9	5.1	11	0.195	1.4	2.3	3.7	3.9	37	0
2017	Dante Cunningham	29	66	1649	10.2	0.586	0.504	0.075	3.6	14.2	8.9	3.2	1.2	1.4	7	10.7	1.4	1.6	3	0.088	-1.3	0.8	-0.5	0.6	37	0
2017	Jordan Crawford	28	19	442	17.6	0.582	0.436	0.119	0.9	7.2	4.1	22.7	1.2	0.4	9.8	25.5	0.6	0.3	0.9	0.102	2.6	-3	-0.4	0.2	37	0
2017	Omer Asik	30	31	482	9.8	0.517	0	0.6	10.4	25.3	17.8	4.2	0.5	1.7	14.6	8.8	0.4	0.6	1	0.1	-4.3	1.2	-3.1	-0.1	37	0
2017	Alexis Ajinca	28	39	584	12.9	0.529	0.022	0.225	8.3	23.8	16	3.1	1.7	3.1	13.7	17.2	0	0.9	1	0.08	-5.1	1	-4.1	-0.3	37	0
2017	Sasha Vujacic	32	42	408	8.6	0.423	0.544	0.176	3.2	12.4	7.8	17.9	1.6	0.4	9.8	17.3	-0.1	0.2	0.1	0.014	-2.1	-2.2	-4.3	-0.2	35	0
